CRAMERFLAGS,Cramer rules,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),,"1N,2N,3Y,4N",C1([H])([H])C([H])([H])C1([H])C([H])([H])OC2=C([H])C(=C([H])C([H])=C2OC([H])(F)F)C(=O)N([H])C3=C(C([H])=NC([H])=C3Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]([H])(C1=C([H])C(=C([H])C(=C1[H])C(F)(F)F)C(F)(F)F)OC([H])([H])[C@]2(C([H])([H])C([H])([H])[C@]3(C([H])([H])C([H])([H])C(=O)N3[H])C([H])([H])N2[H])C4=C([H])C([H])=C([H])C([H])=C4[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1(C2=C([H])C([H])=C([H])C(=C2C(=O)C3=C([C@]4([C@@]([H])(C([H])([H])[C@@]31[H])[C@@]([H])(C(=C(C4=O)C(=O)N([H])C([H])([H])N5C([H])([H])C([H])([H])C([H])([H])C5([H])[H])O[H])N(C([H])([H])[H])C([H])([H])[H])O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])/C(/[H])=C\1/C(=O)N([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)O[C@]2([H])/C(/[H])=C(\[H])/C([H])([H])C([H])([H])SSC([H])([H])[C@]([H])(C(=O)N1[H])N([H])C(=O)[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)C2([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C2=C1C([H])([H])C(=O)N2[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])C2=C(C([H])([H])[H])C([H])=C([H])C([H])=C2C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C(=C(C2=C1C(=C3C([H])=C(C(=O)C(=C3O2)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O[H])I)O[H])I
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C(=C(C2=C1C(=C3C([H])=C(C(=O)C(=C3O2)[131I])[131I])C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)O[H])[131I])O[H])[131I]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N(C([H])([H])C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C2([H])C(=O)N([H])C(=O)S2)C3=NC([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])N1C([H])=C(C(=O)C2=C([H])C([H])=C(C([H])=C21)C3=C([H])C([H])=NC([H])=C3[H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C1=C(/C(/[H])=C(\[H])/[C@]([H])(C([H])([H])[C@]([H])(C([H])([H])C(=O)O[H])O[H])O[H])C(=NC(=N1)N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])C2=C([H])C([H])=C(C([H])=C2[H])F
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])S1)[C@@]2([H])C([H])([H])C([H])([H])C3=C(C([H])=C([H])C([H])=C3C2([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1=C2C([H])=C(C([H])=C([H])C2=C(C(=N1)C(=O)N([H])C([H])([H])C(=O)O[H])O[H])OC3=C([H])C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9N,10N,11Y,33N",C([H])([H])([H])C([H])([H])[C@]1([H])[C@](C([H])([H])[H])([C@@]([H])([C@@]([H])(C([H])([H])[H])C(=NOC([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@](C([H])([H])[H])([C@@]([H])([C@@]([H])(C([H])([H])[H])[C@@]([H])([C@@]([H])(C([H])([H])[H])C(=O)O1)O[C@@]2([H])C([H])([H])[C@](C([H])([H])[H])([C@]([H])([C@]([H])(C([H])([H])[H])O2)O[H])OC([H])([H])[H])O[C@@]3([H])[C@@]([H])([C@]([H])(C([H])([H])[C@@]([H])(C([H])([H])[H])O3)N(C([H])([H])[H])C([H])([H])[H])O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",[Rb][H]
,High (Class III),,"1N,2N,3Y,4N",[82Rb+]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C2=C3C([H])([H])C([H])([H])N([H])C(=O)C4=C3C(=C([H])C(=C4[H])F)N2[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C([H])([H])N2C([H])=C(C(=O)N([H])[H])N=N2)C(=C1[H])F)F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C([H])N=C([H])C(=C1[H])C([H])([H])N2C([H])([H])C([H])([H])C(=C3C4=C(C([H])([H])C([H])([H])C5=C([H])C([H])=C([H])N=C53)C([H])=C(C([H])=C4[H])Cl)C([H])([H])C2([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1([H])[C@@]([H])([C@]([H])([C@]([H])([C@]([H])(OC([H])([H])[C@]2([H])[C@]([H])([C@@]([H])([C@]([H])([C@@]([H])(O2)OC3=C(C4=C([H])C(=C(C([H])=C4[H])O[H])O[H])OC5=C(C(=C([H])C(=C5[H])O[H])O[H])C3=O)O[H])O[H])O[H])O1)O[H])O[H])O[H]
,High (Class III),,"1N,2Y",C1([H])([H])C([H])([H])C([H])([H])C([H])(C1([H])[H])[C@@]([H])(C([H])([H])C#N)N2C([H])=C(C([H])=N2)C3=NC([H])=NC4=C3C([H])=C([H])N4[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])OC(=O)[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C2=C([H])C([H])=C([H])C([H])=C2[H])N([H])C(=O)C([H])([H])C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@@]([H])(C(=O)N([H])[H])N([H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])OC([H])([H])C2=C([H])C([H])=C([H])C(=C2[H])F
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])C([H])([H])C([H])(C1=C([H])C([H])=C(C(=C1[H])C([H])([H])O[H])O[H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C([H])C(=C(C([H])=C1[H])O[H])C(=O)N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C([H])C(=C(C([H])=C1[H])O[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])(C2=C([H])C([H])=C(C(=C2[H])C([H])([H])O[H])O[H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29Y(30N,18N)(30N,18N)",C1([H])=C([H])C(=C(C([H])=C1[H])O[H])C(=O)OC2=C(C([H])=C([H])C([H])=C2[H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C(CN(CP(=O)(O)[O-])CP(=O)(O)[O-])N(CP(=O)(O)O)CP(=O)(O)[O-].[153Sm+3]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])([H])C([H])([H])C1([H])C([H])([H])N2C([H])([H])C([H])([H])[C@@]34C([H])([H])C(=O)C([H])([H])C([H])([H])[C@]4([C@@]2([H])C([H])([H])C5=C([H])C([H])=C(C(=C53)O[H])C(=O)N([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]([H])([C@@]([H])([C@@]1([H])C([H])([H])N([H])C2=C(C(=O)N([H])C(=N2)N([H])[H])N1[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])N1C([H])([H])[C@]([H])([C@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])N([H])C(=O)[C@]([H])(C([H])([H])C(=O)N([H])[H])N([H])C(=O)C4=NC5=C(C([H])=C([H])C([H])=C5[H])C([H])=C4[H])O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])N(C([H])([H])[H])[C@@]1([H])[C@]2([H])C([H])([H])[C@]3([H])C([H])([H])C4=C(C(=C([H])C([H])=C4C([H])([H])N(C([H])([H])[H])OC([H])([H])[H])O[H])C(=O)C3=C([C@@]2(C(=O)C(=C1O[H])C(=O)N([H])[H])O[H])O[H]
,High (Class III),,"1N,2Y",C1([H])([H])C2([H])C([H])([H])C3(C([H])([H])C1([H])C([H])([H])C(C2([H])[H])(C3([H])[H])O[H])[C@@]([H])(C(=O)N4[C@@]([H])(C([H])([H])[C@]5([H])C([H])([H])[C@@]54[H])C#N)N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10Y",C([H])([H])([H])N1[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])[C@@]1([H])[C@@]3([H])[C@]2([H])O3)OC(=O)[C@]([H])(C([H])([H])O[H])C4=C([H])C([H])=C([H])C([H])=C4[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])(C([H])([H])N1C(=NC([H])=C1N(=O)=O)C([H])([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])C([H])=C([H])[H])C(=O)N([H])C(=O)N([H])C1=O
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C([H])([H])=C1C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@]1(C(=O)C([H])([H])[H])OC(=O)C([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])#CC([H])([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
,High (Class III),,"1N,2N,3Y,4N",O([H])[Se](=O)(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",O([H])[Se](=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",[Se]
,High (Class III),,"1N,2N,3Y,4N",S=[Se]=S
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[Se]C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[75Se]C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C(=O)N([H])S(=O)(=O)C([H])([H])[H])C1=C([H])N=C(C2=C([H])C([H])=C([H])C([H])=C2[H])C(=N1)C3=C([H])C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3Y,4N",C(\[H])(=C(\[H])/N1C([H])=NC(=N1)C2=C([H])C(=C([H])C(=C2[H])C(F)(F)F)C(F)(F)F)/C(=O)N([H])N([H])C3=C([H])N=C([H])C([H])=N3
,High (Class III),,"1N,2Y",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])OC1=C([H])N2C(=C(C#N)C([H])=N2)C(=C1[H])C3=C([H])N=C(C([H])=C3[H])N4C([H])([H])C5([H])C([H])([H])C([H])(C4([H])[H])N5C([H])([H])C6=C([H])C([H])=C(N=C6[H])OC([H])([H])[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N1C([H])=NC2=C(C(=C(C([H])=C21)C(=O)N([H])OC([H])([H])C([H])([H])O[H])N([H])C3=C([H])C([H])=C(C([H])=C3Cl)Br)F
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C(=O)N([H])C([H])([H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])(C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)N([H])[H])N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C4=C([H])C([H])=C(C([H])=C4[H])O[H])N([H])C(=O)[C@]([H])(C([H])([H])O[H])N([H])C(=O)[C@]([H])(C([H])([H])O[H])N([H])C(=O)[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])O[H])N([H])C(=O)[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])N([H])C(=O)[C@]([H])(C([H])([H])C5=C([H])C([H])=C([H])C([H])=C5[H])N([H])C(=O)[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])N([H])C(=O)C([H])([H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C(=O)O[H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C6=C([H])N=C([H])N6[H])N([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])OC(=O)[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)OC([H])([H])[N+]3=C([H])C(=C([H])C([H])=C3[H])C(=O)N([H])[C@@]([H])(C([H])([H])O[H])C(=O)[O-]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C2=C(C(=C1[H])Cl)SC([H])=C2C([H])([H])OC([H])(C([H])([H])N3C([H])=C([H])N=C3[H])C4=C([H])C([H])=C(C([H])=C4Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C2=C(C([H])=C1Cl)C(=C([H])N2C3=C([H])C([H])=C(C([H])=C3[H])F)C4([H])C([H])([H])C([H])([H])N(C([H])([H])C4([H])[H])C([H])([H])C([H])([H])N5C([H])([H])C([H])([H])N([H])C5=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C2=C([H])C([H])=C(C(=C2[H])Cl)Cl)C3=C1C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1([H])C(=O)N([H])[C@@]([H])(C([H])([H])C2=C([H])N=C([H])N2[H])C(=O)N([H])[C@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C4=C([H])N([H])C5=C4C([H])=C([H])C([H])=C5[H])C(=O)N([H])[C@@]([H])(C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N1[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H])N([H])C(=O)C([H])([H])[H])C(=O)N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])(C1([H])C([H])([H])O1)Cl.C([H])([H])=C([H])C([H])([H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])(F)OC([H])(C(F)(F)F)C(F)(F)F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C1(C([H])([H])C([H])([H])C1([H])[H])C2=C([H])C([H])=C(C([H])=C2[H])Cl)N(C([H])([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",O[SiH3]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C1=NN(C([H])([H])[H])C2=C1N=C(C3=C(C([H])=C([H])C(=C3[H])S(=O)(=O)N4C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])[H])OC([H])([H])C([H])([H])[H])N([H])C2=O
,High (Class III),,"1N,2N,3Y,4N",[Si]
,High (Class III),,"1N,2N,3Y,4N",O=[Si]=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]([H])(C([H])([H])C1=C([H])C(=C2C(=C1[H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])O[H])C(=O)N([H])[H])N([H])C([H])([H])C([H])([H])OC3=C(C([H])=C([H])C([H])=C3[H])OC([H])([H])C(F)(F)F
,High (Class III),,"1N,2N,3Y,4N",[Al+3].[Al+3].[Mg+2].[Mg+2].O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].O([H])[H].[O-2].[O-2]
,High (Class III),,"1N,2N,3Y,4N",[Ag]
,High (Class III),,"1N,2Y",[Ag+].N(=O)(=O)[O-]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])N=C(N=C1[H])[N-]S(=O)(=O)C2=C([H])C([H])=C(C([H])=C2[H])N([H])[H].[Ag+]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C1=C([H])SC(=N1)C2=NC3=C(C([H])=C([H])C(=C3C([H])([H])[H])OC([H])([H])[H])C(=C2[H])O[C@]4([H])C([H])([H])[C@]5([H])[C@@]([H])(C4([H])[H])C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])/C(/[H])=C(/[H])\[C@@]6([H])C([H])([H])[C@@]6(C(=O)N([H])S(=O)(=O)C7([H])C([H])([H])C7([H])[H])N([H])C5=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])O[Si](C([H])([H])[H])(C([H])([H])[H])O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H].O=[Si]=O
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9N,10N,11N,12N,22N,33N",C([H])([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)O[C@@]1([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])=C2C([H])=C([H])[C@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[C@]([H])(C([H])([H])C(=O)O3)O[H])[C@]21[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])SC([H])([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)O[H])C(=O)N([H])[C@@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N([H])[H])N([H])C(=O)[C@]([H])(C([H])([H])C4=C([H])C([H])=C(C([H])=C4[H])OS(=O)(=O)O[H])N([H])C(=O)[C@]([H])(C([H])([H])C(=O)O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C1=C([H])C(=C([H])C([H])=C1C([H])([H])N2C([H])([H])C([H])(C2([H])[H])C(=O)O[H])/C(=N/OC([H])([H])C3=C([H])C([H])=C(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C(=C3[H])C(F)(F)F)/C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1([H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\C([H])([H])[H])/[C@]([H])(C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@](C(=O)C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)O[C@@]([H])(C([H])([H])C(=O)[C@]([H])(C([H])([H])[H])/C(/[H])=C(\C([H])([H])[H])/[C@]([H])([C@]([H])(C(=O)[C@]([H])(C([H])([H])[H])C1([H])[H])OC([H])([H])[H])O[H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@@]([H])(C4([H])[H])OC([H])([H])[H])O[H])(O[H])O2)OC([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])([H])C([H])([H])N2C(=NN=C2C(F)(F)F)C([H])([H])N1C(=O)C([H])([H])[C@@]([H])(C([H])([H])C3=C(C([H])=C(C(=C3[H])F)F)F)N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C1=C(C([H])([H])C(=O)C2=C(C([H])=C([H])S2)S(=O)(=O)N([H])C3=C(C(=NO3)C([H])([H])[H])Cl)C([H])=C4C(=C1[H])OC([H])([H])O4
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[C@]([H])(C([H])([H])OP(=O)([O-])OC([H])([H])C([H])(C([H])([H])O[H])O[H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H].[Na+]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)[O-].[Na+]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([C@@]([H])([C@]1([H])C(=C(C(=O)O1)O[H])[O-])O[H])O[H].[Na+]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])(C([H])(C(=O)[O-])S[Au])C(=O)[O-].[Na+].[Na+]
